"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",29,10791,30,0.621321687623568,0.559519166970211,0.996346087975778,0.490024116836448,0.0630663458569971,0.479372854481381
