"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",17,17989,30,0.731210039698622,0.599224534597525,0.997567428534654,0.86288509169399,0.188245363599725,0.580679498831737
