"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",12,20788,30,0.645363867833701,0.643044966865338,0.994773357478872,0.608398507600241,0.395431782015482,0.51134547989877
