"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",20,43737,30,0.306676283715002,0.55340023224276,0.99121104075511,0.611334631016373,0.15521339218113,0.373193622031868
