"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",15,34940,30,0.602644570086888,0.537703093010379,0.996938142072019,0.31836684765269,0.377287689775659,0.404460234277135
