"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",44,53210,30,0.739711217406437,0.847661245115869,0.996275994805048,0.609084193664057,0.415167708178355,0.139503232754865
