"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",28,57723,30,0.720597056799235,0.619642134933206,0.995749217281551,-0.226391598292806,0.12582339801515,0.491299673648417
