"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",7,75575,30,0.575707935950961,0.753083652207274,0.993789778623062,0.593136045174008,0.327986962592699,0.484818123538448
