"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",46,65701,30,0.617728745958184,0.655052408873124,0.996480128988443,0.630938689525974,0.455529671916225,0.559167340308806
