"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",54,5669,30,0.448847114730425,0.762719845789082,0.986123920584219,0.712971375187283,0.112997995745991,0.469065764229946
