"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",80,90253,30,0.671337178602235,0.421386257116803,0.991299661959019,0.55098601960759,0.49552208600477,0.583654744709892
