"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",98,90722,30,0.3584971606438,0.687373563624844,0.993173815990131,0.514812242264633,0.309867425677263,0.40351451469436
