"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",95,2236,30,0.577413317257116,0.524298224978456,0.993675563857035,0.755620989894476,0.344136553347934,0.533982533505714
