"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",51,92888,30,0.725083998146105,0.668729677430451,0.99460831358056,0.389380450838752,0.396615996315009,0.450840817601061
