"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",93,73280,30,0.55326369948772,0.410159300401844,0.996478117777463,0.704049616603103,0.163703458176758,0.377449635019158
