"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",99,1302,30,0.568970348743385,0.775230362500619,0.991800128990905,0.558982965567288,0.377587961210931,0.239895815842318
