"model","group","s_iter","seed","Nsubj","psi","eta","xi","E0","w0","cs"
"m4_KF_sliced2_halfStudentT_reparam_confEs_np_norm","All",62,13389,30,0.773685971424664,0.521771513415305,0.994788002308182,0.679243254743351,0.0545538115825417,0.177716323168249
