"eta","C","cs"
8.90568353279418,7.92962613886657,19.642715321679
9.86310053095714,15.1438621112476,18.2170039989959
6.56440127711525,23.2968750326918,15.834728206365
12.8564260640366,31.1467807791688,17.0270411473667
0.506665371909094,37.5691211251295,21.9273489088568
0.290509569323463,60.7898765102342,17.6417134285665
3.93865221035964,52.8193433362242,19.2396691309939
10.0365999039368,8.51554984424904,21.8301994440914
7.68643365476942,8.69944212519343,23.7627734766361
0.768940619200321,6.08763914887507,17.2843345239474
12.8280981035668,28.9679164772049,18.9076793022584
1.45224421451464,44.3869712080469,19.1099172563872
0.449743756342945,86.1457586718898,11.9481848973701
13.7299631030995,29.3905056632568,20.2943903101922
24.970170153557,39.5275558106465,21.7419902960267
16.2797939806642,11.8665522249827,8.33774362303208
8.1236830008051,1.07365878535237,22.6763442308028
6.00521076208418,2.45132825273078,24.6560633102294
10.487159123872,12.554102531023,17.7471051984065
13.5069580526961,21.5577041342971,16.1477910468669
3.87743980743854,9.85457076773719,14.2149743004481
17.0228114004232,7.48391150720199,15.6174064185927
6.95035736652759,42.2956530322416,15.0411644284514
25.6422816753318,5.07636421772306,10.3999376798667
15.6300914679471,2.19362528386185,15.562140494064
13.7089798621733,47.4459874055325,12.8697199981974
5.30259170162116,22.2619752455304,16.3921691410529
5.09901102734213,18.2305473463045,19.2809114700641
29.9738866063583,5.33531712028855,17.9576269378408
1.89756138744783,4.51354528094807,12.9366230931139
