"psi","eta","xi","E0","w0","cs"
0.714640094954791,3.40402906724252,10.285650790473,41.0797926203112,1.59706696428247,9.92524335440209
1.89801697271293,0.0185548459102958,9.50471376710846,45.1989217569024,1.99293825988984,10.136566284601
0.896170898840912,3.17840990909298,14.4674946377785,32.7878277070307,1.52459155540515,6.82089285264707
0.83377906121311,3.20402437272115,9.74247289349533,38.000253051449,1.59301059341462,7.76871152578232
3.19561668941956,0.167709593818264,7.04368048148949,99.3707151649208,0.88184359538588,9.00053722874262
1.0979518871573,2.90710449388131,6.76285812289847,53.167412406459,1.5305315643061,8.72794212604487
1.3133873014503,1.78447282386223,5.57258801333571,54.8755738169033,1.7516201083497,7.61863704787362
1.4959497356339,1.93230366274746,6.52547217848969,47.2289415805076,1.60729030784356,8.80130596269091
1.09536286584645,2.99960219741802,6.74766968258488,48.243479380315,1.51250686455184,8.94805240874608
1.37184112188365,2.08735936749238,13.8960261298591,43.8962863886172,1.62494363891646,10.7198561894525
1.61746024787468,1.64891080935138,2.58279006205731,36.6675604584459,1.62606393469036,7.49053812691944
0.882459621039573,3.38433744685143,5.62865935785648,47.5492719622588,1.48932840654229,3.2670759217867
2.33350967223831,0.625265853102118,6.33375854654794,69.5631547799428,1.30507175431802,4.88012597402443
1.1602178030364,2.8778324623106,12.6492024693761,47.2669416020768,1.49768609178551,8.89668714510697
1.59676363688536,1.99681634490298,11.6085686867316,45.7615695435649,1.49725650563334,7.67951000159236
0.618057685665908,3.48302814430157,6.18541282150193,51.7203714945866,1.66115800002962,1.85043265110345
0.872514523667115,3.25262429385974,2.70314061178066,47.2319909296172,1.53076594149932,6.06515953390599
1.84064471286912,1.00200901179873,6.22763581448019,33.7827502682738,1.59701849934222,0.369719019611347
2.97900288691415,0.634090216228884,6.16576342306496,117.753475798671,0.952703776680019,5.60056647451451
1.85521605397352,1.45997963292265,8.32106813122174,21.0055056785293,1.47211012792654,8.16533143111264
2.05776212542302,0.972583133497102,3.28513219094817,72.9469756609385,1.41919493422941,6.62469963662117
1.23718974368281,2.71477527790075,6.43041842908821,19.4997283746189,1.52526616163652,5.88750308531291
2.29218721095815,0.817815543167891,10.4913155257364,23.9178219994038,1.32344847527688,8.96227878206065
1.08876433324028,2.91124967305046,13.3012212616503,44.2219689071792,1.55242933475017,2.49589977355844
1.0267669580592,2.43552269418783,4.70134794406577,27.8487722643916,1.68907971692232,8.18002281851849
1.5490292944233,2.80552367682076,2.28929159286297,76.2623070809285,1.32461385851859,8.88257543480298
0.76451112497281,3.27568120198303,6.57416575180661,28.8561848828538,1.63120745301956,10.4844438388107
2.2643863437045,0.959154660142918,5.09196177294736,63.51382407728,1.33121425801723,5.93082615542654
0.930073870517022,3.23689504014516,7.97138019164238,48.8031928440349,1.48580189542487,9.46449750752426
2.09938593101692,1.69694733920124,3.64150600624565,87.9040755550252,1.2799558439873,8.79072975903913
