"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",66,30405,30,0.723874392515285,0.553032170420147,0.694106814674936,0.995894749315821,0.876821857823634,0.403207608191048,0.418655611839918
