"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",62,47701,30,0.696814923941561,0.550381271335124,0.846474177857868,0.996370544646821,0.934252550205253,0.291970247862401,0.528504797419579
