"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",83,59921,30,0.522768275654411,0.536268274653169,0.794894868259222,0.983052435170769,0.833097170643572,0.0461327040379096,-0.190527225190719
