"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",54,18562,30,0.761556693787166,0.620965744874605,0.762202538857168,0.996724316810201,0.902743065838994,0.131238756763427,0.735259135119622
