"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",79,58761,30,0.884774914301163,0.586708832027979,0.87120319174573,0.994474042553324,0.776807795882381,0.394131131671947,0.395648901721437
