"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",77,33884,30,0.71435587237774,0.306738535685711,0.699988115828189,0.99812664638787,0.877230457555165,0.290319422702676,0.573193246501693
