"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",53,95298,30,0.559953803315297,0.429909156689994,0.666177573434443,0.993023324808297,0.75095797527986,0.642280152444055,0.483320278581553
