"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",81,8339,30,0.766162209830593,0.564809927099762,0.539332775600253,0.99259120301508,0.876234486186474,-0.31847139457133,0.359919289549176
