"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",69,56443,30,0.739559788050915,0.583027549008813,0.618023956907337,0.998444241760884,0.74298175521071,-0.144929192459387,0.312877893176274
