"alpha","gam","eta","E0","cs"
0.803260494600552,0.174580553814827,8.25017963737231,41.8982014637226,0.0688271084714492
0.817111995187797,0.0657238883406173,4.28437273238635,87.9588878822987,10.2273106572966
0.868052129208813,0.0468304003382678,5.55630653915094,37.3379028215352,8.162301656929
0.814731803293374,0.142263341817606,16.735000343445,23.1851836376547,10.3936484234212
0.848110178202396,0.0468124649889711,3.46594974079474,41.7961597099673,5.03910787856178
0.691590736320638,0.0255254108692395,0.697047387418743,23.3355090618094,11.7903799261345
0.791893457281677,0.0930417467510874,4.14613973776973,23.371827022133,10.912549202632
0.842966565950269,0.072229864629466,8.75381664649037,37.7155837253789,7.18182352257084
0.84999274389357,0.463919005176941,7.97189954557542,48.5203175875481,11.5851404936284
0.822192125071439,0.151344471744889,8.69433508914389,52.8464962488362,12.0704582506206
0.803387417749218,0.205520772133978,3.62474095086933,6.76503332041882,7.87666284843161
0.845459598408812,0.375719481312871,0.550516465584796,27.7391725507608,11.0670469125459
0.759162991139699,0.409063304853835,13.1540537051042,25.6153026074862,6.98425922718127
0.815379807985017,0.0946930054582146,14.4702186304583,44.9801303203486,8.85534297725457
0.788964285922873,0.244351403906218,4.89569254302697,39.1991905951222,9.03627888094622
0.635110834308277,0.498003095226305,4.1095447635443,63.7399260861862,10.6759474048036
0.743537768367274,0.367797891033608,10.4162191803909,92.9768376014326,11.3625055007596
0.871693340134694,0.0788392152417084,13.4485914166854,45.061439352478,7.07526691291812
0.835535146644087,0.0814807529345451,10.9132884863544,45.1327500066621,12.19650209085
0.763252350902484,0.128969228056205,13.6720955332101,35.1051494698632,9.57041750578788
0.740573364919144,0.180835485417544,3.55392248011877,19.2561899148351,0.509166425295078
0.836099245208517,0.0572746098450203,4.10223995118752,57.6339307247651,11.65569698932
0.827871635237733,0.138203650485911,2.07277705956913,60.1142724423947,10.7359952908861
0.808683610771637,0.25642875272235,7.66476142834774,27.500480207857,11.4085520987001
0.865478399322343,0.382335991590884,4.42722646084046,56.1839227219366,9.66134031532609
0.833714610150385,0.0720603345332821,7.10630515643799,31.755542797461,13.2914314624371
0.784237184437356,0.208695518216154,5.33384494476547,12.878268300519,12.7444299603444
0.833084292963005,0.113935690098602,15.3484548833682,31.8726276537677,10.7966318381561
0.85123372128872,0.406149169795598,0.854307983305483,5.34638737574385,11.8570651244429
0.827667494931535,0.0318002688814948,3.33235218852022,49.8554002889994,10.0372069962749
