"eps","psi","eta","xi","E0","w0","cs"
2.18924052631295,1.31688008460611,2.28251116207741,3.08037961573701,59.9188448645273,1.62268114953935,9.08157809571587
2.67973439285699,1.41355469657682,1.84669290287201,14.1848087367243,59.6325352502557,1.31245848888507,11.63309670892
1.26253690633343,1.88758410591443,1.51586125794533,8.9808991363508,22.7513729152973,1.26754641600889,9.56166253662676
0.924577543716648,1.59975559873732,3.21700515938428,10.0383537287926,55.4041675465177,1.39689720592581,12.0330426072184
3.56021314653453,1.60823561664026,0.0684965548490731,2.0568699509715,28.8398548722481,0.802284557788049,11.6797761102567
0.717342749455681,1.28164005512685,4.70334729595378,12.3632973182434,50.4541283620076,1.37347308773761,10.7535298765235
2.42550792553414,1.66822099633181,0.870092106903893,6.44224581916118,103.745969844595,1.16318554169072,13.3866910436998
3.83249152950405,1.12948998813964,1.7238788053577,6.25474168301266,59.4450990862065,1.20225032133431,11.280755971645
1.02054180372477,1.48359898665516,3.64717989820886,7.68480650702392,16.7884717913346,1.35919580372257,10.2483163999984
0.906288012912773,1.88866927301635,0.919195574201549,3.49291667157958,55.6415657809839,1.58763978649722,10.547980427842
0.911201543096494,2.13423366717387,0.0788674008001891,5.41337037220811,72.2943490143142,1.2836755617047,11.9750140755744
2.81797054145403,1.38545945470927,2.19799744260935,4.48099538985329,14.776838850353,1.20879649365222,12.3438276782719
0.844437514195281,1.91235648250163,1.54515345490009,7.45287246839353,45.2666514155183,1.45928747447528,12.9355809973145
1.65027627563745,2.09262791247123,1.26728802295382,3.77509792751679,6.42859476875416,0.855968760306897,10.3795621529324
1.31448684368714,1.35956781830545,4.2066732328081,9.99189051465265,73.0222580190305,1.1372388953529,11.0310717306896
0.430923025171604,2.31020652599202,0.494809712366983,2.63132758080857,85.1417921696923,1.46251936548345,8.54510023518971
1.58725804729012,1.58535183939156,0.698148868779727,1.18157473819912,47.06278794349,1.78827746991463,12.9427034965871
2.11619439512197,1.72377891434981,0.895857856483168,4.44345394419329,75.6436896057043,1.23180298006157,12.8731940547751
1.82276717721656,1.33853935561485,3.45920949146218,3.54139698174587,62.3727314052555,1.31679303073075,0.622532783494789
2.08954648380856,1.17668745101373,0.256685181111665,0.428952509077013,8.27123521141635,2.2851676204705,15.1845290926847
0.875617461257682,1.30094349134461,6.16668253561169,5.32374923532859,7.04117439718423,0.643030924904079,9.383579113808
2.18613101814339,1.44386361614129,2.3059621652327,10.6903254137709,16.6482501999471,1.38697105572979,10.2297172448331
0.89696771417787,1.22839230315225,4.89215403640195,6.51431932166928,24.0670275960177,1.29187775747772,13.0365496423558
1.41715309026052,1.5530361312168,3.13676437343703,15.4123873873694,19.6633588540882,1.25718939340311,13.3689854321495
2.42132698275074,1.38620878521729,1.85193005040554,15.1927375503138,40.6037242688051,1.49242400303918,8.78373098523629
0.892300552874927,1.83279821249318,1.13544090248674,12.0631918476807,48.3125787106137,1.64370171726611,10.3400434863933
3.59855526847554,1.18616465997213,1.59974592832754,9.66670089960086,83.6988170646185,1.23177520822583,8.11647130929205
2.09554858210329,2.06069250454556,0.128847979108262,11.4674426475083,15.9016106828795,0.8788028484801,11.326113242301
1.82964914026167,1.59138262486388,2.51493917346813,4.22576542784903,21.8622539170869,1.25398437090297,5.0435323656681
2.24672058324826,1.4877847972524,1.68664887575308,6.82818726694682,20.5856044211079,1.47453060771847,10.5206023062185
