"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",14,66806,30,0.68762194837223,0.606767349000342,0.72754209080644,0.979717454907984,0.934506136844,0.369009621011237,0.463479948225872
