"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",30,43028,30,0.775693261412583,0.52505349518447,0.741706874186745,0.994676393057079,0.77130464216175,0.401891709198375,0.448635734361303
