"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",44,51083,30,0.828438541731495,0.529123175033864,0.568668974226521,0.993809961331935,0.853758426945549,0.299295128024739,0.419477515314221
