"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",48,85034,30,0.688285367989349,0.591212194345027,0.828425060944425,0.995986029301984,0.878422301143078,0.376287293825052,0.501724113196709
