"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",20,15464,30,0.781853635314176,0.623952788858585,0.523975739801143,0.996592799048174,0.850590328965147,0.30897049803472,0.685366697805872
