"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",50,98363,30,0.841355380846016,0.591600346089667,0.756828528624353,0.988181649522123,0.843670069384575,0.352983267188824,0.431061955451806
