"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",34,47270,30,0.743349363663415,0.451604371878747,0.64295251007084,0.992399229509821,0.783063755093548,0.216739312441601,0.295321205987207
