"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",23,20802,30,0.821830328315351,0.477842684474286,0.707420572963185,0.992441145204041,0.8648175725532,0.0694888984505451,0.430053580296348
