"model","group","s_iter","seed","Nsubj","eps","psi","eta","xi","E0","w0","cs"
"m3_KF_sliced2_halfStudentT_reparam_confEs_norm","All",49,18671,30,0.778754277434688,0.439200286242719,0.724905755888054,0.991817366367249,0.942323139924293,0.269587433716824,0.605614665268762
