"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",19,13274,30,0.787746118900839,0.984418767806236,0.996472386960039,0.732035492266536,0.418122918207519
