"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",14,62132,30,0.763177072918154,0.830942614540886,0.992832256363801,0.80508153385488,0.441405745636837
