"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",22,127,30,0.685158044452783,0.863915466740544,0.992446850870629,0.699149680648856,0.53117768720951
