"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",44,80582,30,0.485264812931106,0.951350990342312,0.988540656129832,0.680314883542129,0.338726118964433
