"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",2,34133,30,0.534002583943275,0.972225577199747,0.993813490661568,0.509173638430379,0.59258482094768
