"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",31,41080,30,0.678040463202895,0.915162619094301,0.995860415454448,0.671307484088247,0.249761660796874
