"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",41,32874,30,0.626705913876579,0.939253426088248,0.987044642727971,0.718297705564891,0.602453184039751
