"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",11,47523,30,0.472514468919521,0.943468646882749,0.982853837779931,0.819111864235468,0.380113762024266
