"psi","eta","xi","E0","w0","cs"
1.83185987166513,1.48001002771162,7.42933778619956,26.8098293559809,1.67050424424771,16.4031292839137
1.05829764085635,2.58045089701132,9.55414990055983,30.8091158688046,1.62694750400161,14.4710621748693
0.866211586059557,2.67783304933976,11.2915585491928,27.8217442468363,1.69005110601916,14.9515835860104
1.01498347415724,2.5241766236913,17.0750338301568,37.3668141770291,1.6773610048431,11.475498545532
0.393975771959466,3.9331879651256,1.37215645986837,19.2834534165893,1.75235373693959,12.9600829275553
2.32704197315328,0.975745501441646,9.59922818955549,17.6744022444647,1.49424589031937,13.7778899185808
1.71451065253011,2.52887938476642,9.71990204102013,13.5905174273439,1.31330042483012,12.514442031986
1.9511364398378,1.24558551676806,11.6421962559129,27.0908566331522,1.71482165946049,10.0761021714157
1.6817836525132,1.77419724398323,6.51268662879356,30.2624588611243,1.64223944258116,7.64524122119398
1.62160333798857,1.95576619079531,18.9452881637186,27.203509647194,1.64677737536118,15.6824538164455
1.31378112264978,2.05898699873949,3.69701939020091,27.2114830094938,1.69389519147222,13.7885986145892
2.45603684815168,1.18210560394537,13.2170366089719,61.2595638456227,1.4158583164388,14.5412679300131
1.49435679142621,1.3722026710802,8.80335592870398,36.890337603979,1.89293596543395,13.0548984288679
1.71385569259042,1.39950819271686,2.03871529089019,58.8419600985267,1.78552558840912,13.0935733527694
2.12581358913747,0.807412061788893,4.37958496059158,17.7900014804247,1.82512834507079,9.50698245821331
0.96739736966507,2.30439751613453,5.5797205151762,25.5092544985436,1.76984141365798,14.5607917590069
0.8358705615114,2.34517050264545,4.78796375213408,37.6677557422191,1.82999157894289,12.3632794693705
1.99940492244511,3.05015843840286,8.62288235630845,9.95843541587614,1.0708237748728,15.310840313526
0.869285930407481,2.78410069518069,6.59179505441755,30.3198625297383,1.63053138298845,15.8061602378653
1.18749946356937,2.39620310250643,2.61154839827007,16.0518695548871,1.59797918282679,12.8787076278272
1.32001925476545,2.72001806746699,1.19220765996227,68.5720848773923,1.38848906122274,13.1677215597424
0.79961563751242,2.64127062970155,7.24552694072689,29.5670045931259,1.76708754103204,17.1683471990433
1.87746273911969,1.26747056155556,9.62167544608307,29.9942998828214,1.74143341096833,14.6706990977956
1.25961153751111,1.83551885109716,6.42315920245036,36.0151221088027,1.82878070613241,14.3856498798844
1.68498619793553,1.53881864353577,16.6123455404886,33.216934306645,1.72493494907148,11.4205537673469
3.19402698430965,0.46581293004162,5.95042202904452,21.5878083009004,1.92756324264098,12.9436563779243
2.48874389902105,1.99922651677973,13.0594806753614,10.4979529438386,1.15072464219703,16.4943718406538
1.01147631259542,2.59487382601144,7.84152847131569,30.3951256222256,1.59575058764593,11.1091432938637
1.54067199767838,1.94218862588381,6.40590665016984,49.5836283544296,1.6635428649949,9.99144320893427
2.11028835744935,1.61830957680788,1.00578038554623,56.4963494138782,1.42099009578907,17.0834954971721
