"eta","C","cs"
3.65997082751223,24.754805759056,26.1036144975468
20.6472197440093,37.545233372506,26.0541367006114
4.13620373178647,60.9878739017541,29.9939083854028
44.9227258837504,7.22002541817258,22.9448436986568
10.8030991879594,1.36192708067518,23.3053969954223
1.50629015570161,50.8365189478138,31.8151782613205
7.15715036449413,19.9470867611294,21.8982372540252
2.88711508526462,20.7532521843094,21.9196418112475
14.0968871729212,25.2889493091552,28.2688779708943
15.2695323568134,62.4247484533044,27.7429526311483
3.75327575644002,10.7251534728191,27.8816355529654
6.79836446901589,51.6220427558022,29.0325757373575
5.31423820310963,48.7324090604907,23.0529704459811
17.7607780076579,57.6292867048415,28.2544726682215
1.87513095700772,78.2772385030243,22.8905996393034
8.55757310284739,39.0880385293607,28.3271734504708
1.190564779547,10.6919052126694,29.5998957197303
9.3685102566475,22.7338272124298,28.2253114657806
21.2831801384308,16.5258814196255,31.0359676409187
24.6302295690942,17.3584492291841,23.4856268760194
21.8903736129647,19.273286937312,29.1435449757786
3.29319167573873,15.5834724884841,34.941192579555
11.0762889255662,71.3476955849932,29.3558558676347
1.19230223418265,34.1053102193312,28.0013884935289
4.60175132186281,48.3602511125503,24.0079429380687
0.670540079103012,53.9796138911256,24.6571265484353
11.85854845127,45.3048958714426,27.508186224391
6.90050849814819,1.67229079101709,30.8862345670932
12.1973730428383,39.164874808676,29.5058910220597
12.8907289857991,77.7827724187431,31.7956130170522
