"","value"
"mu_pr01[1]",0.936400132432764
"mu_pr01[2]",-1.01418586798908
"mu_pr[1]",3.44999403028624
"mu_pr[2]",0.855928085602047
"mu_pr[3]",0.709636957662222
"sigma[1]",0.335871135159628
"sigma[2]",0.686228193000742
"sigma[3]",6.85559899296401
"sigma[4]",128.674121811805
"sigma[5]",13.5830859286853
