"eta","C","cs"
17.2103898350515,29.3412824985337,17.702425524481
1.66471095124485,9.61666702207853,32.1067839152402
15.1922060998393,17.6499353140922,32.363832482327
12.8349635948638,41.0966902150021,21.6061420487308
13.9213745671316,7.4992548661643,23.5995078344322
1.5444481865688,14.0878710660202,23.8260181210179
7.0745904929704,25.3627854729587,25.9016675041719
3.63009630119766,57.7118566461259,20.9302337039617
0.41821034805492,25.969014564374,19.2152404711829
3.21673845567053,18.4693134713792,35.0296553899714
9.79136295077446,29.1834022469481,32.1575694626782
6.36195734687313,27.7507394657144,27.3813550617352
13.3334513907317,34.2184001835225,22.9302562083174
15.3456463839815,27.5106079852262,18.7774556134964
20.4339311161976,10.4851220785026,28.6570361251046
7.11260191880458,9.75071093848727,33.132640848171
8.01151187027267,46.8131619289412,27.1944585546869
2.24901786777822,11.3318719127092,28.2504814111962
0.831167183728947,5.38899104594364,20.5223952799571
14.7884603851718,2.32922934149708,24.760638321601
27.1612854525781,22.8736184513352,22.180626950109
0.174698182486937,50.1468170215838,30.0671324161638
16.640085174788,45.824414789402,26.4276925171066
1.31356666169103,20.9299604174915,19.9867632440068
19.3622793418145,65.7993282355147,18.776827804203
9.70536316366048,6.3327559046898,21.805733528579
14.5443955572415,43.48707623998,29.1827895983497
25.8834892820285,25.2790235706598,20.672689883532
2.45581809403087,12.5841846811898,20.4808222330163
22.1985729674526,9.38663871354596,12.9462700295813
