"eta","C","cs"
7.75889963268097,7.54130118744701,14.8421447660704
14.6354900692017,42.1136642874841,16.0077824759042
6.62755261329476,10.4727889435368,16.7237190114336
22.7888458110939,14.6081916212411,11.8288086292875
7.55152783433965,11.6343678842197,16.0547586448823
3.19300245808621,1.37409231485667,18.1669719032933
5.25980038930284,31.2700092727783,15.366481892164
4.4572565093283,13.5128788515391,16.3532610465525
18.3741641761554,5.81397625039483,14.4334074681933
8.49160692878895,19.288383031336,12.7905140061063
1.05068543509139,17.0867725832755,12.8967795082219
15.3375903217299,22.5685220275536,6.64448446950044
21.2735583779745,19.6090478064975,16.3232613744333
13.637651430812,43.6671797464401,16.1240041101671
2.97710238119004,53.243040793332,13.1228474452801
17.6239841724176,14.5523962610439,15.3643735055009
5.61176467392456,7.01382648879133,15.5417407159444
1.71656510666587,35.2325730163421,14.6747317054458
28.8812476908863,3.55209982154641,14.9686701519635
21.8237815795412,12.9164193432974,13.6346962866935
4.02290179884886,19.2244199033751,9.15529177862329
25.721287265909,65.3400551240793,13.2893361972875
15.2222356624625,12.4150415631087,12.5140756056937
1.42912227833755,17.6683674513465,14.075340187895
24.7127169565674,27.8707096023834,9.82053232807539
10.8041883375841,26.856945137217,11.0309299393145
0.75933654217529,69.5173391217474,10.9876302341637
1.51903042611595,42.8208543308517,13.5438717965592
2.76597576043136,32.9911723086762,15.8658220080715
9.84140337287982,1.31240500603257,14.1993382995344
