"alpha","gam","eta","E0","cs"
0.860514329012101,0.0553064806905311,6.86518749390496,41.169928352995,3.29284966981055
0.848864479788421,0.0367667357487448,8.07743694246722,40.0208018595033,5.17528216261928
0.847774423678357,0.258215319929375,19.9786439334924,34.7161666550238,1.33431370226748
0.855889883480191,0.415379533649392,12.4066927614691,56.9293803462234,8.93382522764291
0.694113185930852,0.662084073550561,14.7814198929187,89.153204248738,9.58001782109551
0.922592442928172,0.280980584624244,6.72789486769278,47.8360315443274,8.29852236684395
0.827946370998785,0.153964230946373,7.21220915044923,37.4022096938323,7.02260182125239
0.870953814044435,0.746896233052237,4.97389184676852,84.9460629906905,8.94042407920101
0.878283906168596,0.0666923651409764,11.5675126432388,46.9784448432453,7.69042693108854
0.852731848132146,0.747156748699184,5.27377809765326,72.578878032432,6.78188699937415
0.80092052156696,0.15965303486719,5.58381551758217,55.8377010507452,8.67056797097996
0.795529738477917,0.390885367153495,5.84337310025518,26.7846038359775,8.76029538402305
0.749944823036196,0.0897735003780078,10.1951745982142,38.976047849285,8.58269786326366
0.789631356327418,0.0223059515254304,2.62785250972036,24.3994078424528,4.95690976197785
0.935752546032364,0.0676162889664884,0.844190801917585,13.2329691748696,8.19957394615668
0.806178420383294,0.0190133729319743,3.2924987076692,45.2594603167522,7.31103588026618
0.921834505994442,0.30715449825107,5.80472922608123,50.489251209292,8.37105690778667
0.920489772159467,0.0900580688196865,6.71846291053412,66.8199536146402,8.99555983458623
0.930647263448844,0.0165981076532857,4.88085578514925,58.5031242800619,8.12165545398814
0.591889596176368,0.0299008202923888,7.23483659848286,10.2070009940262,7.83653894056114
0.863023093142827,0.0642012627532362,8.22426512992168,37.240976778867,10.0326790776815
0.861965205841106,0.847189730476302,4.03493827608032,46.1835567969335,1.48299123650489
0.939209580738071,0.440647752252516,1.65677888160607,52.8893389708331,7.64526114071419
0.825296769550438,0.0672606757433335,9.55814301194454,29.8271173598513,8.94474011845885
0.885996699741193,0.289386852546035,5.56407467683501,57.7926066276237,5.28287113393549
0.832831816733781,0.40197606968029,10.2395830890246,79.5583911898324,9.22701645738289
0.881626630680852,0.0694534139292758,1.41127861890971,17.6549964462626,7.71184948272774
0.908597481839193,0.0396558975708449,5.84144569714227,26.5434244893231,8.86265644717645
0.764542177264734,0.407042798881867,3.8733661217873,39.8356030215706,3.33714541562392
0.921129479170635,0.0207226614053424,4.85499007078086,40.5652781286798,6.50270229052464
