"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",70,66273,30,0.564560720489818,0.963653968642692,0.993185489341629,0.632337811902535,0.241435829999891
