"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",56,89621,30,0.65721214812588,0.891368228688522,0.996399397661707,0.753008578854927,0.509127791075132
