"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",61,57415,30,0.627760796507755,0.725245448474843,0.99346687619318,0.605574007778416,0.619429353005639
