"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",100,35978,30,0.846236458623994,0.951663128762151,0.995859697392492,0.856040966161054,0.53336382454779
