"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",92,88945,30,0.704574908130724,0.869963936811597,0.99224868208471,0.662232457131101,0.465375745072815
