"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",103,45621,30,0.798858057384516,0.953262100912142,0.99784907095741,0.833270914323298,0.58354097238959
