"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",78,88673,30,0.719811055225865,0.89857055428035,0.995379854934403,0.749671350454373,0.570138729157411
