"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",54,74192,30,0.612250178876343,0.965018313531811,0.995133848896541,0.68253597085524,0.529838143010475
