"model","group","s_iter","seed","Nsubj","alpha","gam","eta","E0","cs"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","All",88,34417,30,0.700158613598853,0.921026656544637,0.993581860089658,0.615225711500319,0.509549522350729
