"eta","C","cs"
2.73824657405325,56.4152978078515,23.0225411087861
20.8096490182576,18.5243136714084,25.1692147122198
3.93687240745013,5.91234087577106,20.5235512763714
15.7340700862701,55.9942129325758,22.5453656461082
10.3633202767301,42.9569872211652,20.9635178871186
12.653715106063,11.9744933121196,26.7650323501468
10.0949833136986,37.0753289742626,23.4940263599032
3.94551696146981,10.4329375689381,23.0633375885675
4.00776466726552,8.35745929401046,20.1107180430255
12.1813755582937,18.5877153304635,19.4757393817463
0.931348195821013,42.5457117500886,23.1094848942402
11.7764304893005,36.8277260867826,25.8605750804813
15.5218105836972,42.9829379681222,22.1903567731336
2.62503867379658,31.9022323724768,23.1060135117568
5.75942345002437,6.48381301968174,23.7629905955394
22.7963181948743,60.3179614449499,17.2344181268792
17.0080605398801,21.1319560162188,20.7990766204531
21.4083708736608,18.7010355211169,17.8609622942378
1.75146424222122,1.81068405984198,23.9992605705083
19.597765477629,40.8894425034905,21.4340072443393
5.24743460069606,8.10350211848883,24.4411542765935
14.9602598518903,46.6238964724279,21.0891281450444
0.449707398695985,8.46289935431595,19.0969317195683
5.4705986525678,79.1366795603248,18.4002231789814
2.79950020475184,22.044875887485,18.0841280441377
15.7893547982513,22.1534888104414,24.3673982237715
34.2264664292625,4.97495564079108,23.6321434138718
1.68084540145607,35.6450864888892,17.1107356260603
11.1440443324887,16.5024182956172,20.668999344497
24.6278031735296,8.25483788426124,23.2523986307093
