"modelName","parName","condDiff","L_HDI","U_HDI"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_avg_alpha","LVHS-HVLS","-0.0775654923298212","0.136155864791975"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_eta","LVHS-HVLS","-2.98338574564788","2.54794680379606"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_C","LVHS-HVLS","-2.01540085251827","2.12097866112762"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_cs","LVHS-HVLS","-2.40159078415564","1.73355335191712"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","mu_E0","LVHS-HVHS","-1.78679592140021","1.82601408522097"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","mu_alpha","LVHS-HVHS","-0.179911092225893","0.395570404418414"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","mu_gam","LVHS-HVHS","-0.0588039242485108","0.232174778359853"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","mu_eta","LVHS-HVHS","-2.4266143137103","1.89142283304737"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","mu_cs","LVHS-HVHS","-0.749208238237215","2.57491281997376"
"m1_RL_sliced2_halfStudentT_reparam_confEs_np_norm","mu_E0","LVHS-HVHS","-1.87531074887062","1.79122172032609"
"m1_RL_sliced2_halfStudentT_reparam_confEs_np_norm","mu_alpha","LVHS-HVHS","-0.183399899480321","0.328105351442216"
"m1_RL_sliced2_halfStudentT_reparam_confEs_np_norm","mu_eta","LVHS-HVHS","-2.68785439497387","2.22809798124218"
"m1_RL_sliced2_halfStudentT_reparam_confEs_np_norm","mu_cs","LVHS-HVHS","-0.849642669787745","2.55424155221143"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_eps","LVHS-HVHS","-0.631407431040983","2.07708825857753"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_psi","LVHS-HVHS","-1.44958023486666","1.38701974975125"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_eta","LVHS-HVHS","-0.0443479362806976","0.0164095923881676"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_xi","LVHS-HVHS","-2.43984401641879","1.83157141267932"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_E0","LVHS-HVHS","-1.88435008298548","1.85851065169375"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_w0","LVHS-HVHS","-0.555866931287705","0.0857631529530073"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_cs","LVHS-HVHS","-0.802437837344176","2.54113887641557"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_final_alpha","LVHS-HVHS","-0.088454774344484","0.100266442248802"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_final_gam","LVHS-HVHS","-0.0452519343399038","0.0755472988015339"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_final_w","LVHS-HVHS","-3.07117641639974","3.37363048335552"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_avg_alpha","LVHS-HVHS","-0.0931258490658551","0.0947981860740937"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_avg_gam","LVHS-HVHS","-0.044149407695575","0.0785091305542447"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_psi","LVHS-HVHS","-1.60904981579582","1.53226630021764"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_eta","LVHS-HVHS","-1.09925383040964","0.200753319652802"
